Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-08-19 00:00:00-04:00,2.4737356741138217,2.5741693327267603,2.3737976339580538,2.482147216796875,897427216,0.0,0.0
2004-08-20 00:00:00-04:00,2.4987204731158568,2.698351211098458,2.4861048179091636,2.6793036460876465,458857488,0.0,0.0
2004-08-23 00:00:00-04:00,2.739662757884353,2.8071956851926068,2.6976095442822885,2.7062673568725586,366857939,0.0,0.0
2004-08-24 00:00:00-04:00,2.75178412557581,2.76068915586773,2.562048443861394,2.594207286834717,306396159,0.0,0.0
2004-08-25 00:00:00-04:00,2.596433027191337,2.67163537106293,2.569716753992065,2.622159957885742,184645512,0.0,0.0
2004-08-26 00:00:00-04:00,2.5961858421634294,2.6703981408251485,2.589012042668355,2.6694087982177734,142572401,0.0,0.0
2004-08-27 00:00:00-04:00,2.674108370316558,2.6869721902826527,2.614491370351092,2.6258704662323,124826132,0.0,0.0
2004-08-30 00:00:00-04:00,2.6043484676111937,2.6095440544570794,2.5234580039978027,2.5234580039978027,104429967,0.0,0.0
2004-08-31 00:00:00-04:00,2.53063218384483,2.5655113601953596,2.527168774813275,2.5323634147644043,98825037,0.0,0.0
2004-09-01 00:00:00-04:00,2.5405267344097617,2.5472058621285667,2.4655725524949648,2.4799203872680664,183633734,0.0,0.0
2004-09-02 00:00:00-04:00,2.4536989296552085,2.532363742735377,2.4475142360409987,2.511089324951172,303810504,0.0,0.0
2004-09-03 00:00:00-04:00,2.4972370994836455,2.5167793388662996,2.456914876885977,2.4739830493927,103538639,0.0,0.0
2004-09-07 00:00:00-04:00,2.4987205792420353,2.5232109494623485,2.4640886198607466,2.5128209590911865,117506800,0.0,0.0
2004-09-08 00:00:00-04:00,2.4920412697484386,2.5486907180002323,2.486104977970934,2.530632257461548,100186120,0.0,0.0
2004-09-09 00:00:00-04:00,2.5363211159732963,2.5407736304248005,2.4984732039479374,2.530879259109497,81620792,0.0,0.0
2004-09-10 00:00:00-04:00,2.513315543075551,2.6360129495504623,2.505894290781005,2.605586051940918,174804764,0.0,0.0
2004-09-13 00:00:00-04:00,2.6377445983798706,2.6817772111058638,2.6335393003459857,2.659266233444214,157628624,0.0,0.0
2004-09-14 00:00:00-04:00,2.6580294418770083,2.7705843203730365,2.641702212069087,2.7579686641693115,217608605,0.0,0.0
2004-09-15 00:00:00-04:00,2.7349630413905537,2.8257488334741243,2.7260570643274065,2.7705843448638916,215279909,0.0,0.0
2004-09-16 00:00:00-04:00,2.7789946436313597,2.8645857936475405,2.7619264727483204,2.8193166255950928,186207345,0.0,0.0
2004-09-17 00:00:00-04:00,2.83044857887593,2.906392812728882,2.808926945396902,2.906392812728882,190350817,0.0,0.0
2004-09-20 00:00:00-04:00,2.8930342597150305,3.0080629672161043,2.888581744852673,2.952651262283325,213585582,0.0,0.0
2004-09-21 00:00:00-04:00,2.9637828406699165,2.9788725619003444,2.906887127755533,2.9150502681732178,145262446,0.0,0.0
2004-09-22 00:00:00-04:00,2.9041661758822683,2.960319770009407,2.8895708873881896,2.928408145904541,152344894,0.0,0.0
2004-09-23 00:00:00-04:00,2.9397883074278135,3.033542596530334,2.8947654104255016,2.9887681007385254,171524515,0.0,0.0
2004-09-24 00:00:00-04:00,2.9917356685049104,3.069905801188244,2.962546513350936,2.964277744293213,183336625,0.0,0.0
2004-09-27 00:00:00-04:00,2.957598202490673,2.9902517119524865,2.9140612159999795,2.9254403114318848,141994242,0.0,0.0
2004-09-28 00:00:00-04:00,3.0006417731174078,3.151538991776906,2.973678284326527,3.138181447982788,340190355,0.0,0.0
2004-09-29 00:00:00-04:00,3.1342236849067096,3.340038176058223,3.1225971348960693,3.2425732612609863,613229953,0.0,0.0
2004-09-30 00:00:00-04:00,3.2133829568506753,3.2727527408247696,3.191119199061101,3.2059617042541504,276468402,0.0,0.0
2004-10-01 00:00:00-04:00,3.23564668959898,3.320743409210812,3.1886453411456195,3.279679536819458,303934969,0.0,0.0
2004-10-04 00:00:00-04:00,3.3457281757169643,3.3858019918537754,3.315547784217314,3.34102725982666,261693228,0.0,0.0
2004-10-05 00:00:00-04:00,3.3311334057782203,3.4268661499067377,3.2712689465478793,3.422908306121826,300887589,0.0,0.0
2004-10-06 00:00:00-04:00,3.4026239599868973,3.424887481038022,3.3642813739976916,3.3909974098205566,268900140,0.0,0.0
2004-10-07 00:00:00-04:00,3.387039738989537,3.4602617424131155,3.3778863077670023,3.434782028198242,283643194,0.0,0.0
2004-10-08 00:00:00-04:00,3.431566728393868,3.4553142623618966,3.3895125703353948,3.407076358795166,222442656,0.0,0.0
2004-10-11 00:00:00-04:00,3.389017953017852,3.4350301920016215,3.3110952755544645,3.345975399017334,210437827,0.0,0.0
2004-10-12 00:00:00-04:00,3.3256904355283887,3.4041077867952785,3.2999635050138854,3.3989133834838867,234419380,0.0,0.0
2004-10-13 00:00:00-04:00,3.545358118231161,3.5510483768187067,3.4652097722739885,3.4854938983917236,397203256,0.0,0.0
2004-10-14 00:00:00-04:00,3.488214950278395,3.5221050199566886,3.427608845990587,3.512704372406006,209835578,0.0,0.0
2004-10-15 00:00:00-04:00,3.5851857102335485,3.5992863274742977,3.5114680896444734,3.5649006366729736,265150137,0.0,0.0
2004-10-18 00:00:00-04:00,3.5423898090179704,3.690813925324609,3.4931625576209635,3.6898248195648193,282061287,0.0,0.0
2004-10-19 00:00:00-04:00,3.722972465401878,3.7699738076327427,3.645049791951092,3.659644842147827,363918964,0.0,0.0
2004-10-20 00:00:00-04:00,3.6618710611605914,3.6856195450672766,3.4533352664108175,3.475351572036743,456613107,0.0,0.0
2004-10-21 00:00:00-04:00,3.572074168835469,3.713819140773835,3.5033046867517244,3.6952662467956543,585767401,0.0,0.0
2004-10-22 00:00:00-04:00,4.218709930799171,4.456930753430581,4.058906232822164,4.265463829040527,1481207196,0.0,0.0
2004-10-25 00:00:00-04:00,4.363669955719394,4.809684863714768,4.2684307063463525,4.6357808113098145,1315480331,0.0,0.0
2004-10-26 00:00:00-04:00,4.609560620505875,4.7654060077333,4.452725417011585,4.497252941131592,895628499,0.0,0.0
2004-10-27 00:00:00-04:00,4.520009907918389,4.688223690347117,4.49650959231325,4.600406646728516,536262538,0.0,0.0
2004-10-28 00:00:00-04:00,4.617969158678774,4.8086939007457525,4.59125312697221,4.781730651855469,596097978,0.0,0.0
2004-10-29 00:00:00-04:00,4.920013016923128,4.946234618620137,4.714940645791889,4.715930461883545,849672890,0.0,0.0
2004-11-01 00:00:00-05:00,4.787916385537195,4.889833822882891,4.731515335667371,4.849264621734619,490828877,0.0,0.0
2004-11-02 00:00:00-05:00,4.917292054901424,4.928918366931976,4.7827211279982835,4.820569038391113,455553149,0.0,0.0
2004-11-03 00:00:00-05:00,4.902450006354497,4.987051337106747,4.718651109971338,4.7414093017578125,557630330,0.0,0.0
2004-11-04 00:00:00-05:00,4.6615077140737915,4.709993069876743,4.535594592904901,4.5689897537231445,578544429,0.0,0.0
2004-11-05 00:00:00-05:00,4.501705271007627,4.509620958821785,4.169482707344488,4.189271926879883,796297573,0.0,0.0
2004-11-08 00:00:00-05:00,4.228357367029423,4.339922898424136,4.190508031994406,4.268430709838867,449349985,0.0,0.0
2004-11-09 00:00:00-05:00,4.306774087035502,4.333985028059484,4.088343012870946,4.173192501068115,444226854,0.0,0.0
2004-11-10 00:00:00-05:00,4.221924974090858,4.267689048787951,4.114564977224857,4.1524128913879395,427355853,0.0,0.0
2004-11-11 00:00:00-05:00,4.183829422829773,4.54548923261003,4.1452384400970095,4.527431011199951,601666773,0.0,0.0
2004-11-12 00:00:00-05:00,4.582101967470191,4.695151286640914,4.388408205316904,4.502199649810791,672354740,0.0,0.0
2004-11-15 00:00:00-05:00,4.463856304039621,4.658539386088006,4.4218033299510475,4.573195457458496,477844390,0.0,0.0
2004-11-16 00:00:00-05:00,4.390880634015084,4.439613206837142,4.225883041781969,4.26818323135376,839832142,0.0,0.0
2004-11-17 00:00:00-05:00,4.181108686629641,4.390881027235388,4.180613778582336,4.2671942710876465,728034662,0.0,0.0
2004-11-18 00:00:00-05:00,4.212524756288593,4.314690354685946,4.099722660278995,4.144497394561768,667677273,0.0,0.0
2004-11-19 00:00:00-05:00,4.183087112522085,4.2048564373727,4.11926480938077,4.1905083656311035,352086780,0.0,0.0
2004-11-22 00:00:00-05:00,4.068553759622674,4.192982165919368,3.9903838633039777,4.084137916564941,496582362,0.0,0.0
2004-11-23 00:00:00-05:00,4.1551343167235135,4.2258834351190115,4.118770178225775,4.144002437591553,498393124,0.0,0.0
2004-11-24 00:00:00-05:00,4.324584343704722,4.383706670376781,4.267441649076764,4.323100566864014,613531078,0.0,0.0
2004-11-26 00:00:00-05:00,4.3488280760817855,4.453466792962079,4.336954071648,4.4376349449157715,260175560,0.0,0.0
2004-11-29 00:00:00-05:00,4.461629850322042,4.525699363179262,4.391127954063902,4.47869873046875,428263241,0.0,0.0
2004-11-30 00:00:00-05:00,4.470288215671706,4.526936950899594,4.458909119902645,4.501704692840576,309154460,0.0,0.0
2004-12-01 00:00:00-05:00,4.500962505098776,4.514567502793799,4.4415929605570375,4.451735496520996,315743063,0.0,0.0
2004-12-02 00:00:00-05:00,4.450250866266664,4.490078416377459,4.416855700402501,4.437882900238037,251374696,0.0,0.0
2004-12-03 00:00:00-05:00,4.451488376446569,4.478946063242137,4.393354916687197,4.462619781494141,235647968,0.0,0.0
2004-12-06 00:00:00-05:00,4.431202768911372,4.470040971815248,4.354269435528611,4.36094856262207,251097661,0.0,0.0
2004-12-07 00:00:00-05:00,4.353774830516781,4.3587234374696795,4.218956666800176,4.240725517272949,275866153,0.0,0.0
2004-12-08 00:00:00-05:00,4.214009590196053,4.296385025293943,4.173934823804315,4.2048563957214355,302802741,0.0,0.0
2004-12-09 00:00:00-05:00,4.211534958592877,4.291931697829132,4.167502354353367,4.2901997566223145,307307563,0.0,0.0
2004-12-10 00:00:00-05:00,4.29020026926051,4.3260695005418865,4.237262629843446,4.2461676597595215,173335277,0.0,0.0
2004-12-13 00:00:00-05:00,4.25903195338535,4.2840169988784735,4.191746235108943,4.216483116149902,193466452,0.0,0.0
2004-12-14 00:00:00-05:00,4.230088729305787,4.423534798858452,4.195456530271095,4.420319080352783,445198482,0.0,0.0
2004-12-15 00:00:00-05:00,4.40300343355503,4.469793290925977,4.370102702549197,4.447282314300537,460559845,0.0,0.0
2004-12-16 00:00:00-05:00,4.377276223332329,4.4648460622298645,4.352538871002824,4.365401744842529,344197318,0.0,0.0
2004-12-17 00:00:00-05:00,4.372575116457508,4.4650930848226045,4.36738071313925,4.454703330993652,296555412,0.0,0.0
2004-12-20 00:00:00-05:00,4.502198771911832,4.66200195528132,4.498982580407758,4.576905250549316,394854485,0.0,0.0
2004-12-21 00:00:00-05:00,4.608817652921921,4.6476549104013545,4.536831028485924,4.54548978805542,221479058,0.0,0.0
